browser,os, os_version, device_mode,,utm_campaign,utm_medium,utm_source
Safari,Windows, Windows 11, Dell Alienware m15 R4,[''],KidsKingdom_AR_broad,paid_search,google_ads_brand
Firefox,macOS, macOS Monterey, MacBook Air (Retina 13-inch Mid 2021),FashionFestival_BW_buying,paid_retargeting,meta_ads_retargeting
Firefox,Windows, Windows 8.1, Lenovo Yoga 920,SportsSensation_FJ_performance,paid_social,youtube_ads
Samsung Internet,iOS, iOS 14.3, iPhone 12 Pro,GardenGrove_BS_buying,paid_display,google_ads_display
Safari,macOS, macOS Monterey, iMac Pro (2021),[''],SummerFest_UK_performance,paid_social,youtube_ads
Firefox,Windows, Windows 11, Asus ZenBook Flip 13,CraftCraze_GS_performance,paid_social,youtube_ads
Samsung Internet,Windows, Windows 11, Asus ZenBook Flip 13,PetParty_AG_performance,direct,direct
Opera,iOS, iOS 14.6, iPad Pro 12.9,HomeHarbor_CC_buying,paid_search,google_ads_brand
Opera,iOS, iOS 14.3, iPhone 12 Pro,FashionFestival_BW_buying,paid_social,meta_ads_awareness
Chrome,macOS, macOS Monterey, MacBook Pro (14-inch Late 2021),[''],NatureNest_IC_performance,paid_social,meta_ads_awareness
Samsung Internet,iOS, iOS 13.6, iPhone 8,FashionFestival_GY_buying,paid_retargeting,google_ads_retargeting
Chrome,Windows, Windows 10, Dell Inspiron 15 3000,GadgetGrove_WS_broad,paid_display,google_ads_display
Safari (in-app),macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),NatureNest_IC_performance,paid_social,meta_ads_awareness
Edge,Windows, Windows 11, Asus VivoBook S15,MusicMajesty_HM_performance,paid_display,google_ads_display
Safari (in-app),Android, Android 11, Samsung Galaxy Note 20 Ultra,VintageVault_PT_buying,paid_social,pinterest_ads
Edge,Android, Android 11, Samsung Galaxy S20,WellnessWorld_EC_performance,paid_social,meta_ads_shopping
Chrome,Android, Android 12, Samsung Galaxy S21,[''],NatureNest_IC_performance,paid_search,google_ads_brand
Chrome,Android, Android 10, Samsung Galaxy S10e,NatureNest_IC_performance,direct,direct
Firefox,macOS, macOS Monterey, MacBook Air (Retina 13-inch Mid 2021),FashionFestival_BW_buying,paid_retargeting,google_ads_retargeting
Safari (in-app),macOS, macOS Catalina, iMac (27-inch 2019),LuxuryLobby_HT_performance,organic,search
Firefox,macOS, macOS Big Sur, MacBook Pro (16-inch 2020),LuxuryLobby_TK_buying,paid_retargeting,google_ads_retargeting
Safari (in-app),Android, Android 9, Samsung Galaxy Note 9,KidsKarnival_PA_performance,paid_search,google_ads_brand
Samsung Internet,Windows, Windows 11, Dell Inspiron 14 5000,TechTrends_PM_buying,direct,direct
Firefox,macOS, macOS Monterey, iMac (24-inch M1 2021),TechTemple_UM_performance,organic,search
Firefox,Android, Android 7, Samsung Galaxy S7 Edge,PetParade_FI_broad,paid_social,linkedin_ads
Safari (in-app),macOS, macOS Big Sur, MacBook Air (Retina 13-inch Early 2020),GourmetGrove_MQ_buying,paid_social,meta_ads_awareness
Safari (in-app),Android, Android 8, Samsung Galaxy Note 8,GardenGala_EH_performance,paid_social,x_ads
Safari,iOS, iOS 14.1, iPhone 11,GourmetGrove_SL_broad,paid_display,meta_ads_display
Opera,macOS, macOS Big Sur, iMac (27-inch 2020),AdventureArchipelago_BL_buying,paid_social,meta_ads_shopping
Firefox,Android, Android 11, Samsung Galaxy Note 20,ArtAtrium_BM_buying,paid_retargeting,meta_ads_retargeting
Samsung Internet,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),CraftCraze_GS_performance,paid_social,linkedin_ads
Safari,macOS, macOS Big Sur, iMac (21.5-inch Late 2020),BeautyBlast_MF_performance,paid_search,google_ads_shopping
Edge,iOS, iOS 14.2, iPhone 12,TechTemple_UM_performance,paid_social,x_ads
Firefox,Android, Android 8, Samsung Galaxy Note 8,EcoExhibit_GR_performance,paid_retargeting,meta_ads_retargeting
Firefox,Android, Android 10, Samsung Galaxy S10,JewelryJunction_KN_broad,paid_search,google_ads_brand
Chrome,macOS, macOS Big Sur, MacBook Pro (M1 13-inch 2020),[''],ArtAtrium_BM_buying,paid_display,meta_ads_display
Safari,Windows, Windows 10, Asus ZenBook 13,SportsSensation_GF_performance,paid_retargeting,google_ads_retargeting
Edge,macOS, macOS Catalina," MacBook Pro 13""",PetParade_AX_broad,paid_display,google_ads_display
Chrome,Windows, Windows 11, Dell Inspiron 13 7000,TravelTreasures_SB_buying,paid_social,meta_ads_awareness
Opera,Android, Android 9, Samsung Galaxy A30,FashionFiesta_VE_performance,paid_social,youtube_ads
Firefox,Android, Android 9, Samsung Galaxy Note 9,CraftCarnival_TV_broad,direct,direct
Edge,Windows, Windows 10, Dell G5 15,HomeHaven_TO_performance,paid_retargeting,google_ads_retargeting
Firefox,macOS, macOS Catalina, MacBook Pro (15-inch 2019),BeautyBlitz_SA_performance,paid_social,youtube_ads
Firefox,Android, Android 9, Samsung Galaxy S9,SportsSensation_FJ_performance,paid_social,meta_ads_awareness
Chrome,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,KidsKarnival_PA_performance,paid_search,google_ads_brand
Opera,Android, Android 6, Moto G4,JewelryJubilee_DK_buying,organic,search
Safari (in-app),macOS, macOS Big Sur, MacBook Pro (13-inch Mid 2020),FashionFestival_BW_buying,paid_social,x_ads
Chrome,Windows, Windows 10, Asus ROG Strix Scar 15,SpringSale_US_broad,paid_display,meta_ads_display
Edge,Windows, Windows 11, Dell Alienware m15 R4,[''],ToyTemple_FK_broad,paid_social,youtube_ads
Opera,Windows, Windows 10, Asus ROG Strix Scar 15,GourmetGala_PE_buying,paid_social,youtube_ads
Safari (in-app),Android, Android 7, Samsung Galaxy J5,GourmetGrove_SL_broad,paid_social,youtube_ads
Safari (in-app),Windows, Windows 11, Asus VivoBook S15,HealthHive_WS_performance,paid_retargeting,google_ads_retargeting
Opera,Android, Android 7, HTC U11,WellnessWave_CO_broad,organic,search
Firefox,Android, Android 8, LG G7 ThinQ,HomeHarmony_BM_broad,paid_search,google_ads_shopping
Chrome,Windows, Windows 10, Dell Latitude 7410,BeautyBoulevard_MQ_buying,paid_retargeting,meta_ads_retargeting
Firefox,macOS, macOS Big Sur, MacBook Pro (13-inch Mid 2020),PetParade_FI_broad,paid_retargeting,google_ads_retargeting
Chrome,Android, Android 8, Samsung Galaxy J7,TravelTrove_DG_performance,paid_social,pinterest_ads
Samsung Internet,Android, Android 11, Samsung Galaxy A51,TravelFiesta_IN_performance,paid_social,meta_ads_shopping
Firefox,Windows, Windows 11, Lenovo IdeaPad 3,FashionFestival_GP_performance,paid_social,youtube_ads
Safari (in-app),macOS, macOS Big Sur, iMac (24-inch M1 2020),[''],PetParty_VC_performance,paid_social,linkedin_ads
Opera,Android, Android 7, Samsung Galaxy J5,FitnessFrenzy_ZA_buying,paid_social,meta_ads_awareness
Firefox,Android, Android 12, Samsung Galaxy S21,[''],JewelryJunction_KN_broad,paid_social,linkedin_ads
Safari (in-app),Android, Android 10, Samsung Galaxy Note 10,KidsKarnival_PA_performance,paid_display,meta_ads_display
Firefox,Android, Android 11, Samsung Galaxy Note 20,CraftCraze_BZ_buying,direct,direct
Chrome,Windows, Windows 11, Asus ROG Flow X13,ToyTreasure_NO_performance,paid_social,meta_ads_shopping
Safari,iOS, iOS 14.1, iPhone 11,AdventureAtlas_NR_buying,paid_social,meta_ads_shopping
Firefox,macOS, macOS Catalina, MacBook Air (Retina 13-inch Late 2019),GadgetGrove_NF_performance,paid_display,meta_ads_display
Safari,Windows, Windows 10, Surface Pro 7,FashionFiesta_FM_broad,paid_search,google_ads_brand
Safari (in-app),macOS, macOS Catalina, MacBook Air (Retina 13-inch 2019),AdventureAtlas_JM_performance,direct,direct
Samsung Internet,Android, Android 10, Samsung Galaxy S10,FoodFusion_AI_performance,paid_retargeting,google_ads_retargeting
Firefox,Android, Android 11, Samsung Galaxy S20 Ultra,PetParade_FI_broad,paid_social,youtube_ads
Samsung Internet,Windows, Windows 10, Lenovo Legion Y540,MusicMajesty_KI_broad,paid_social,meta_ads_shopping
Firefox,Windows, Windows 11, Lenovo ThinkBook 14,UrbanUtopia_EG_buying,paid_social,linkedin_ads
Safari,Android, Android 10, Samsung Galaxy S10,BeautyBoulevard_NR_broad,organic,search
Opera,Android, Android 11, Samsung Galaxy Tab S7,JewelryJunction_HT_broad,paid_retargeting,meta_ads_retargeting
Chrome,Windows, Windows 10, Dell Inspiron 15 3000,FashionFiesta_FM_broad,paid_search,google_ads_shopping
Chrome,iOS, iOS 14.5, iPhone SE (2nd),FoodFusion_AG_broad,paid_retargeting,meta_ads_retargeting
Samsung Internet,macOS, macOS Big Sur, MacBook Pro (16-inch 2020),AutoAlley_VC_performance,paid_search,google_ads_brand
Edge,macOS, macOS Big Sur, MacBook Air,GardenGala_IE_performance,organic,search
Safari (in-app),iOS, iOS 13.7, iPhone X,TechExpo_FR_broad,paid_social,linkedin_ads
Firefox,macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),TechTrends_PM_buying,direct,direct
Samsung Internet,macOS, macOS Monterey, MacBook Pro (14-inch 2021),UrbanUtopia_GU_performance,direct,direct
Samsung Internet,Windows, Windows 10, Dell XPS 13,VintageVista_NU_performance,paid_retargeting,google_ads_retargeting
Safari,Android, Android 12, Samsung Galaxy Note 21,[''],JewelryJunction_SH_performance,organic,search
Firefox,Android, Android 11, Samsung Galaxy S20,ToyTreasure_CP_performance,paid_social,youtube_ads
Samsung Internet,macOS, macOS Big Sur, iMac (21.5-inch Late 2020),TechTrove_VU_broad,paid_search,google_ads_shopping
Safari (in-app),macOS, macOS Big Sur, iMac (24-inch M1 2020),[''],FoodFusion_AG_broad,direct,direct
Chrome,Android, Android 11, Samsung Galaxy Z Flip,GadgetGrove_RE_broad,paid_retargeting,google_ads_retargeting
Safari,macOS, macOS Monterey, MacBook Pro (13-inch M1 2020),[''],HomeHarmony_BM_broad,direct,direct
Chrome,macOS, macOS Big Sur, MacBook Air,LuxuryLounge_YT_broad,paid_search,google_ads_shopping
Firefox,Android, Android 9, Samsung Galaxy S9,FoodFiesta_MX_buying,paid_retargeting,meta_ads_retargeting
Firefox,macOS, macOS Catalina, MacBook Pro (16-inch 2019),LuxuryLobby_TK_buying,paid_social,x_ads
Firefox,Android, Android 7, Samsung Galaxy S7,NatureNook_MP_broad,organic,search
Safari,Android, Android 10, Samsung Galaxy S10,FoodFestival_TV_performance,paid_search,google_ads_brand
Firefox,Windows, Windows 10, Asus VivoBook Flip 14,JewelryJunction_AQ_buying,paid_social,pinterest_ads
Samsung Internet,macOS, macOS Monterey, MacBook Pro (14-inch Late 2021),[''],AdventureAtlas_SH_performance,paid_social,meta_ads_awareness
Firefox,Android, Android 12, Samsung Galaxy Note 21,[''],BeautyBlast_MF_performance,direct,direct
Chrome,macOS, macOS Catalina, iMac Pro (2019),SportsSensation_BL_broad,organic,search
Samsung Internet,Android, Android 11, Samsung Galaxy Tab S7,SportsSensation_FJ_performance,paid_social,pinterest_ads
Firefox,iOS, iOS 13.6, iPhone 8,FoodFiesta_MX_buying,paid_social,linkedin_ads
Safari (in-app),macOS, macOS Big Sur, MacBook Pro (16-inch 2020),MusicMela_NZ_performance,paid_retargeting,google_ads_retargeting
Firefox,Windows, Windows 11, Asus ZenBook Flip 13,TechTrends_UY_buying,paid_retargeting,meta_ads_retargeting
Firefox,iOS, iOS 14.5, iPhone SE (2nd),LuxuryLobby_JM_performance,paid_social,x_ads
Safari,Android, Android 11, Samsung Galaxy Z Flip,BeautyBoulevard_MQ_buying,organic,search
Chrome,Android, Android 9, Samsung Galaxy S9+,FoodFusion_AG_broad,paid_social,youtube_ads
Firefox,Android, Android 10, Samsung Galaxy S10e,AutoAlley_GT_performance,paid_retargeting,meta_ads_retargeting
Edge,Android, Android 11, OnePlus 9,EcoExhibit_GR_performance,paid_display,google_ads_display
Firefox,macOS, macOS Catalina, iMac (21.5-inch 2019),ArtAtrium_BM_buying,paid_social,meta_ads_shopping
Firefox,Windows, Windows 10, Asus ZenBook 13,LuxuryLounge_YT_broad,paid_display,google_ads_display
Firefox,macOS, macOS Monterey, MacBook Pro (14-inch Late 2021),[''],NatureNest_IC_performance,paid_social,linkedin_ads
Edge,Android, Android 12, Google Pixel 4,HealthHub_HU_buying,paid_social,linkedin_ads
Safari,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,TechTrends_PM_buying,paid_social,meta_ads_awareness
Opera,Windows, Windows 10, Dell Latitude 7410,HealthHub_HU_buying,paid_social,meta_ads_awareness
Edge,Android, Android 11, Samsung Galaxy Z Flip,JewelryJunction_TK_performance,paid_social,meta_ads_shopping
Safari,Android, Android 8, LG G7 ThinQ,FashionFestival_GY_buying,paid_social,x_ads
Chrome,Android, Android 8, Samsung Galaxy S8,MusicMajesty_KI_broad,paid_search,google_ads_shopping
Safari (in-app),Android, Android 10, Samsung Galaxy Note 10,UrbanUtopia_EG_buying,paid_display,meta_ads_display
Opera,Windows, Windows 11, Lenovo ThinkPad T14s,[''],FashionWeek_IT_performance,paid_retargeting,meta_ads_retargeting
Opera,Android, Android 11, Samsung Galaxy Tab S7,TravelTreasures_PR_broad,paid_social,meta_ads_shopping
Opera,macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),GourmetGrove_SL_broad,paid_display,google_ads_display
Safari,Android, Android 11, Samsung Galaxy Note 20 Ultra,GardenGrove_BS_buying,paid_social,linkedin_ads
Safari (in-app),Android, Android 7, Samsung Galaxy S7 Edge,AdventureAtlas_CX_broad,paid_social,pinterest_ads
Safari (in-app),Windows, Windows 11, Dell Alienware m15 R4,[''],HomeDecorSale_CN_buying,paid_search,google_ads_brand
Chrome,Windows, Windows 10, Dell Inspiron 15 3000,GadgetGrove_WS_broad,paid_display,google_ads_display
Safari (in-app),macOS, macOS Big Sur, iMac (2020),LuxuryLobby_HT_performance,paid_search,google_ads_shopping
Samsung Internet,Android, Android 7, Samsung Galaxy J5,FoodFusion_AI_performance,paid_social,linkedin_ads
Firefox,macOS, macOS Monterey," MacBook Pro 16""",SummerFest_UK_performance,paid_display,google_ads_display
Firefox,Android, Android 12, Samsung Galaxy Z Fold 3,[''],JewelryJunction_AQ_buying,direct,direct
Safari (in-app),macOS, macOS Monterey, MacBook Pro (16-inch 2021),[''],PetPalace_PM_buying,paid_social,youtube_ads
Safari (in-app),Android, Android 10, Samsung Galaxy S10e,CraftCarnival_PL_performance,paid_display,google_ads_display
Safari,macOS, macOS Monterey, iMac Pro (2021),[''],SpringSale_US_broad,paid_social,x_ads
Safari (in-app),iOS, iOS 13.6, iPhone 8,GourmetGrove_MQ_buying,paid_display,google_ads_display
Chrome,Windows, Windows 10, Dell Latitude 7410,PetParty_VC_performance,paid_display,meta_ads_display
Samsung Internet,Windows, Windows 10, Dell XPS 13,AdventureAtlas_SH_performance,paid_social,meta_ads_awareness
Samsung Internet,Android, Android 12, Samsung Galaxy Z Fold 3,[''],FashionWeek_IT_performance,paid_social,linkedin_ads
Edge,iOS, iOS 14.3, iPhone 12 Pro,TravelTreasures_SB_buying,paid_display,meta_ads_display
Firefox,macOS, macOS Catalina, iMac (21.5-inch 2019),ToyTemple_FK_broad,paid_social,meta_ads_shopping
Firefox,Android, Android 12, OnePlus 9 Pro,MusicMajesty_KI_broad,paid_social,x_ads
Safari,Windows, Windows 10, Lenovo Legion Y540,SportsSensation_FJ_performance,paid_social,x_ads
Opera,Windows, Windows 10, Dell Latitude 7410,HomeHaven_GP_performance,paid_social,x_ads
Edge,iOS, iOS 13.6, iPhone 8,PetPalace_PM_buying,paid_social,meta_ads_awareness
Samsung Internet,macOS, macOS Monterey, MacBook Pro (16-inch 2021),[''],NatureNook_MP_broad,paid_search,google_ads_shopping
Opera,macOS, macOS Big Sur, MacBook Air,FoodFusion_AI_performance,paid_social,meta_ads_awareness
Safari,Android, Android 11, Samsung Galaxy S20,NatureNiche_KY_buying,paid_social,meta_ads_awareness
Edge,Windows, Windows 10, Surface Pro 7,VintageVista_NU_performance,paid_search,google_ads_brand
Safari,Windows, Windows 10, Asus ZenBook 13,TravelTreasures_SB_buying,paid_social,youtube_ads
Edge,macOS, macOS Monterey, iMac (24-inch M1 2021),CraftCarnival_PL_performance,paid_retargeting,google_ads_retargeting
Samsung Internet,Windows, Windows 11, Dell Inspiron 14 5000,AdventureArena_CH_buying,paid_social,meta_ads_awareness
Samsung Internet,macOS, macOS Big Sur, MacBook Pro (13-inch Mid 2020),CraftCraze_GS_performance,paid_social,linkedin_ads
Edge,Android, Android 10, Samsung Galaxy A50,GourmetGrove_SL_broad,paid_social,meta_ads_awareness
Opera,macOS, macOS Catalina, MacBook Pro (13-inch 2019),FashionFiesta_FM_broad,paid_social,youtube_ads
Safari (in-app),macOS, macOS Big Sur, MacBook Pro (M1 13-inch 2020),[''],ArtAlchemy_VC_performance,paid_social,meta_ads_shopping
Samsung Internet,Windows, Windows 10, Lenovo ThinkPad L13 Yoga,ArtAlchemy_BS_performance,paid_social,pinterest_ads
Firefox,Windows, Windows 11, Lenovo Legion 5 Pro,[''],BeautyBoulevard_PG_buying,paid_social,youtube_ads
Safari (in-app),Android, Android 9, Samsung Galaxy S9+,VintageVault_TF_buying,paid_social,meta_ads_awareness
Safari,Windows, Windows 11, Lenovo IdeaPad Flex 5,SportsMania_BR_broad,paid_retargeting,meta_ads_retargeting
Edge,Android, Android 7, Samsung Galaxy S7,PetParade_AX_broad,paid_social,meta_ads_shopping
Safari,macOS, macOS Monterey, iMac (Retina 5K 27-inch Early 2021),FashionFiesta_VE_performance,paid_display,google_ads_display
Safari,macOS, macOS Monterey, MacBook Pro (14-inch 2021),TravelTreasures_PR_broad,paid_retargeting,google_ads_retargeting
Safari (in-app),macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),JewelryJunction_HT_broad,paid_display,meta_ads_display
Firefox,Android, Android 10, OnePlus 8,AutumnDeals_JP_buying,paid_retargeting,meta_ads_retargeting
Samsung Internet,macOS, macOS Big Sur, iMac (27-inch 2020),NatureNest_IC_performance,paid_display,google_ads_display
Opera,Android, Android 10, Samsung Galaxy Z Fold 2,NatureNiche_KY_buying,direct,direct
Firefox,macOS, macOS Monterey, MacBook Pro (14-inch 2021),GardenGrove_BS_buying,paid_social,youtube_ads
Opera,iOS, iOS 14.7, iPad Air 4th Gen,GardenGala_IE_performance,paid_retargeting,meta_ads_retargeting
Safari (in-app),iOS, iOS 14.4, iPhone 12 Mini,VintageVoyage_DM_broad,paid_social,x_ads
Edge,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,SummerFest_UK_performance,organic,search
Firefox,Android, Android 10, Samsung Galaxy Note 10+,NatureNiche_HN_buying,paid_retargeting,meta_ads_retargeting
Samsung Internet,Windows, Windows 11, Lenovo Legion 5 Pro,[''],AdventureAtlas_NR_buying,paid_search,google_ads_shopping
Safari (in-app),iOS, iOS 14.7, iPad Air 4th Gen,TravelTrove_PY_buying,paid_social,youtube_ads
Safari,Android, Android 8, Samsung Galaxy S8,KidsKingdom_VI_buying,paid_social,meta_ads_shopping
Edge,Windows, Windows 10, Lenovo Legion Y540,HomeHaven_TO_performance,paid_search,google_ads_brand
Safari,Windows, Windows 11, Surface Laptop 4,ToyTreasure_CK_broad,paid_social,pinterest_ads
Firefox,Android, Android 9, Samsung Galaxy A30,FitnessFrenzy_ZA_buying,direct,direct
Edge,macOS, macOS Catalina, iMac Pro (2019),GadgetGrove_NF_performance,paid_social,pinterest_ads
Safari (in-app),macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),AdventureAtlas_CX_broad,paid_social,meta_ads_shopping
Samsung Internet,Android, Android 11, Samsung Galaxy Tab S7,AdventureAtlas_CX_broad,direct,direct
Safari,Android, Android 10, Samsung Galaxy Note 10+,TechTrends_UY_buying,paid_display,meta_ads_display
Safari (in-app),macOS, macOS Big Sur, MacBook Pro (M1 13-inch 2020),[''],ToyTreasure_NO_performance,paid_display,meta_ads_display
Opera,Android, Android 7, Samsung Galaxy J5,BeautyBoulevard_MQ_buying,paid_social,meta_ads_shopping
Safari (in-app),macOS, macOS Big Sur, iMac (21.5-inch Late 2020),WellnessWorld_EC_performance,paid_retargeting,google_ads_retargeting
Firefox,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),ToyTreasure_NO_performance,paid_display,meta_ads_display
Opera,macOS, macOS High Sierra," MacBook Pro 15""",GadgetGrove_WS_broad,paid_social,x_ads
Chrome,Android, Android 10, Samsung Galaxy S10,VintageVoyage_BB_broad,organic,search
Chrome,iOS, iOS 14.7, iPad Air 4th Gen,MusicMela_NZ_performance,paid_display,google_ads_display
Chrome,Android, Android 9, Samsung Galaxy S9,UrbanUtopia_GU_performance,paid_search,google_ads_brand
Samsung Internet,Android, Android 10, Samsung Galaxy S10,AdventureAtlas_SH_performance,paid_retargeting,meta_ads_retargeting
Safari (in-app),Windows, Windows 10, Surface Pro 7,MusicMajesty_HM_performance,organic,search
Safari,iOS, iOS 14.2, iPhone 12,TravelTreasures_SB_buying,paid_display,google_ads_display
Opera,iOS, iOS 14.2, iPhone 12,VintageVoyage_DM_broad,paid_social,youtube_ads
Firefox,macOS, macOS Big Sur, MacBook Pro (13-inch Mid 2020),ToyTreasure_NO_performance,paid_search,google_ads_shopping
Firefox,Android, Android 8, Samsung Galaxy J7,CraftCarnival_TV_broad,paid_retargeting,meta_ads_retargeting
Samsung Internet,iOS, iOS 14.6, iPad Pro 12.9,GourmetGrove_MQ_buying,paid_social,meta_ads_awareness
Chrome,Windows, Windows 10, Dell G5 15,LuxuryLounge_NL_broad,paid_retargeting,meta_ads_retargeting
Chrome,macOS, macOS Catalina, MacBook Pro (13-inch Early 2019),ArtAtrium_NU_buying,paid_display,meta_ads_display
Samsung Internet,Android, Android 12, Samsung Galaxy Z Fold 3,[''],FoodFestival_TV_performance,organic,search
Chrome,Android, Android 10, Samsung Galaxy Z Fold 2,BeautyBlitz_SA_performance,paid_search,google_ads_shopping
Opera,Windows, Windows 10, Lenovo ThinkPad X1 Carbon,FashionWeek_IT_performance,organic,search
Chrome,Android, Android 10, Samsung Galaxy Z Fold 2,FashionWeek_IT_performance,paid_social,meta_ads_shopping
Firefox,Android, Android 7, Samsung Galaxy S7 Edge,AdventureAtlas_CX_broad,paid_social,meta_ads_awareness
Samsung Internet,Windows, Windows 10, Dell Vostro 15 7500,GourmetGala_MH_performance,paid_social,youtube_ads
Opera,Windows, Windows 10, Lenovo ThinkPad P1,SportsSpectacle_IO_buying,paid_social,youtube_ads
Firefox,Windows, Windows 10, Lenovo Legion Y540,TechTrove_SR_broad,paid_retargeting,google_ads_retargeting
Firefox,Android, Android 11, Samsung Galaxy A51,GardenGala_IE_performance,paid_display,google_ads_display
Opera,Windows, Windows 8.1, Lenovo Yoga 920,TravelTreasures_CL_performance,paid_social,youtube_ads
Edge,Android, Android 11, Samsung Galaxy Note 20 Ultra,GardenGala_IE_performance,paid_social,meta_ads_awareness
Samsung Internet,Android, Android 11, Samsung Galaxy A71,BeautyBoulevard_NR_broad,organic,search
Chrome,iOS, iOS 14.2, iPhone 12,TravelTrove_PY_buying,paid_display,google_ads_display
Chrome,Android, Android 12, Samsung Galaxy Note 21,[''],HealthHaven_GD_broad,paid_social,x_ads
Opera,macOS, macOS Big Sur, MacBook Pro (16-inch Late 2020),HomeHaven_TO_performance,organic,search
Opera,Android, Android 11, Samsung Galaxy Z Flip,HolidaySpecials_DE_broad,paid_search,google_ads_shopping
Firefox,Windows, Windows 11, Asus ROG Flow X13,GadgetGrove_AI_buying,direct,direct
Safari,Android, Android 11, Samsung Galaxy Note 20,CraftCraze_BZ_buying,paid_social,linkedin_ads
Opera,Windows, Windows 11, Asus VivoBook S15,AutoAlley_VC_performance,paid_social,meta_ads_awareness
Safari (in-app),iOS, iOS 14.1, iPhone 11,VintageVoyage_DM_broad,paid_social,x_ads
Chrome,Windows, Windows 11, Dell Precision 7550,FoodFusion_AG_broad,paid_retargeting,google_ads_retargeting
Safari,macOS, macOS Catalina, MacBook Air (Retina 13-inch Late 2019),SportsMania_BR_broad,paid_display,meta_ads_display
Firefox,Android, Android 11, Samsung Galaxy S20 Ultra,HealthHive_WS_performance,paid_social,linkedin_ads
Safari,Android, Android 11, Samsung Galaxy S20,ArtAlchemy_BS_performance,organic,search
Safari,macOS, macOS Big Sur, MacBook Air,BeautyBoulevard_PG_buying,paid_display,meta_ads_display
Firefox,macOS, macOS Big Sur, iMac (2020),HealthHub_PN_buying,paid_social,x_ads
Firefox,Android, Android 10, Samsung Galaxy Note 10,TravelTrove_DG_performance,paid_social,x_ads
Edge,macOS, macOS Monterey, MacBook Pro (13-inch M1 2020),[''],NewYearBlast_ES_performance,organic,search
Edge,Windows, Windows 10, Asus ROG Strix Scar 15,WinterClearance_CA_buying,paid_social,x_ads
Firefox,Android, Android 10, Samsung Galaxy Note 10+,MusicMajesty_BB_buying,paid_retargeting,meta_ads_retargeting
Opera,Android, Android 8, Samsung Galaxy Note 8,FashionFiesta_FM_broad,paid_social,pinterest_ads
Safari,iOS, iOS 14.2, iPhone 12,ArtAtrium_NU_buying,paid_social,x_ads
Safari,Windows, Windows 11, Dell Alienware m15 R4,[''],ArtAuction_BE_broad,paid_social,pinterest_ads
Samsung Internet,Windows, Windows 10, Asus VivoBook Flip 14,GourmetGrove_SL_broad,paid_retargeting,meta_ads_retargeting
Samsung Internet,Android, Android 9, Samsung Galaxy Note 9,GourmetGrove_BO_broad,organic,search
Safari (in-app),Windows, Windows 11, Surface Laptop 4,SpringSale_US_broad,paid_social,x_ads
Firefox,Android, Android 9, Samsung Galaxy Note 9,BackToSchool_AU_buying,paid_search,google_ads_shopping
Opera,Windows, Windows 10, Lenovo ThinkPad P1,PetParty_VC_performance,paid_retargeting,meta_ads_retargeting
Samsung Internet,macOS, macOS Catalina," MacBook Pro 13""",AdventureAtlas_NR_buying,paid_social,pinterest_ads
Firefox,Windows, Windows 11, Lenovo ThinkBook 14,GourmetGrove_SL_broad,paid_retargeting,google_ads_retargeting
Safari (in-app),Android, Android 11, Samsung Galaxy Z Flip,JewelryJunction_HT_broad,paid_search,google_ads_shopping
Samsung Internet,macOS, macOS Big Sur, MacBook Pro (M1 13-inch 2020),[''],AutoAlley_GT_performance,paid_search,google_ads_shopping
Chrome,iOS, iOS 15.0, iPhone 13,SportsMania_BR_broad,paid_social,meta_ads_awareness
Edge,Android, Android 10, Samsung Galaxy Z Fold 2,FashionWeek_IT_performance,paid_search,google_ads_brand
Safari,Android, Android 9, Samsung Galaxy S9,KidsKarnival_PA_performance,paid_social,meta_ads_awareness
Chrome,Android, Android 11, Samsung Galaxy Tab S7,HealthHub_HU_buying,paid_social,meta_ads_awareness
Safari (in-app),Android, Android 12, Google Pixel 4,GardenGrove_CK_broad,organic,search
Opera,Windows, Windows 11, Dell XPS 15,[''],BeautyBlitz_SA_performance,paid_social,linkedin_ads
Firefox,macOS, macOS Monterey, MacBook Pro (14-inch Late 2021),[''],BeautyBoulevard_MQ_buying,paid_social,linkedin_ads
Safari (in-app),Android, Android 11, Samsung Galaxy S20,FashionFestival_BW_buying,paid_display,meta_ads_display
Safari,macOS, macOS Monterey, iMac (Retina 4.5K 24-inch 2021),PetParty_AG_performance,paid_display,google_ads_display
Firefox,Windows, Windows 11, Lenovo Legion 5 Pro,[''],GardenGala_EH_performance,paid_display,meta_ads_display
Firefox,Android, Android 11, Samsung Galaxy A71,HomeHaven_TO_performance,paid_retargeting,meta_ads_retargeting
Samsung Internet,macOS, macOS Monterey, MacBook Air (Retina 13-inch 2021),CraftCraze_BZ_buying,paid_social,youtube_ads
Edge,macOS, macOS Catalina, MacBook Pro (16-inch 2019),FashionWeek_IT_performance,paid_retargeting,google_ads_retargeting
